Code,"Scientific Name","Common Name","Last Update","# of Sequences","NCBI TaxonId",D.
PYROC,"Pyrodictium occultum",,2016-Aug-11,1602,2309,A
KORCO,"Korarchaeum cryptofilum  (strain OPF8)",,2008-Jul-13,1602,374847,A
FILAD,"Filifactor alocis  (strain ATCC 35896 / D40 B5)",,2012-Jan-25,1614,546269,B
CAMJM,"Campylobacter jejuni  subsp. jejuni serotype HS21 (strain M1 / 99/308)",,2012-Jan-02,1617,645464,B
DEHLB,"Dehalogenimonas lykanthroporepellens  (strain ATCC BAA-1523 / JCM 15061 / BL-DC-9)",,2012-Dec-17,1618,552811,B
HAEIE,"Haemophilus influenzae  (strain PittEE)",,2007-Sep-16,1618,374930,B
CAMJ8,"Campylobacter jejuni  subsp. jejuni serotype O:6 (strain 81116 / NCTC 11828)",,2008-Feb-07,1622,407148,B
ORITI,"Orientia tsutsugamushi  (strain Ikeda)",,2008-Sep-09,1625,334380,B
HYDS0,"Hydrogenobaculum sp.  (strain Y04AAS1)",,2008-Oct-26,1626,380749,B
BIFAA,"Bifidobacterium adolescentis  (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a)",,2007-Mar-07,1627,367928,B
HAEI2,"Haemophilus influenzae  (strain R2846 / 12)",,2011-Mar-21,1630,262727,B
BIFAB,"Bifidobacterium animalis  subsp. lactis (strain BB-12)",,2010-Jul-11,1640,552531,B
CAMJE,"Campylobacter jejuni  subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)",,2009-Sep-16,1642,192222,B
METAX,"Methanomethylophilus alvus  (strain Mx1201)",,2017-Aug-09,1646,1236689,A
HIPMA,"Hippea maritima  (strain ATCC 700847 / DSM 10411 / MH2)",,2012-Nov-13,1653,760142,B
BIFAP,"Bifidobacterium asteroides  (strain PRL2011)",,2015-Mar-08,1656,1147128,B
METV3,"Methanococcus voltae  (strain ATCC BAA-1334 / A3)",,2010-Dec-22,1657,456320,A
METVS,"Methanococcus vannielii  (strain ATCC 35089 / DSM 1224 / JCM 13029 / OCM 148 / SB)",,2007-Dec-09,1661,406327,A
THICA,"Thiomicrospira cyclica  (strain DSM 14477 / JCM 11371 / ALM1)",,2013-Oct-03,1664,717773,B
HAEIG,"Haemophilus influenzae  (strain PittGG)",,2007-Sep-16,1665,374931,B
CAMJI,"Campylobacter jejuni  subsp. jejuni (strain IA3902)",,2012-Jan-25,1665,567106,B
HELFC,"Helicobacter felis  (strain ATCC 49179 / NCTC 12436 / CS1)",,2012-Nov-15,1666,936155,B
PORAD,"Porphyromonas asaccharolytica  (strain ATCC 25260 / DSM 20707 / BCRC 10618 / JCM 6326 / LMG 13178 / VPI 4198)",,2012-Feb-09,1672,879243,B
NANS0,"Nanosalina sp.  (strain J07AB43)",,2014-Oct-29,1673,889948,A
METTP,"Methanothrix thermoacetophila  (strain DSM 6194 / JCM 14653 / NBRC 101360 / PT)",,2007-Mar-07,1673,349307,A
LACDB,"Lactobacillus delbrueckii  subsp. bulgaricus (strain ATCC BAA-365)",,2007-Mar-07,1679,321956,B
OENOB,"Oenococcus oeni  (strain ATCC BAA-331 / PSU-1)",,2007-Mar-07,1682,203123,B
AERUA,"Aerococcus urinae  (strain ACS-120-V-Col10a)",,2015-Nov-05,1682,866775,B
ERYRF,"Erysipelothrix rhusiopathiae  (strain Fujisawa)",,2015-Mar-27,1686,650150,B
CAMHC,"Campylobacter hominis  (strain ATCC BAA-381 / LMG 19568 / NCTC 13146 / CH001A)",,2007-Dec-09,1687,360107,B
METKA,"Methanopyrus kandleri  (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)",,2009-Sep-16,1690,190192,A
LEUCJ,"Leuconostoc carnosum  (strain JB16)",,2014-Nov-05,1690,1229758,B
STRP1,"Streptococcus pyogenes  serotype M1",,2009-Dec-13,1692,160490,B
LACGA,"Lactobacillus gasseri  (strain ATCC 33323 / DSM 20243 / CIP 102991 / JCM 1131 / KCTC 3163 / NCIMB 11718 / AM63)",,2007-Mar-07,1694,324831,B
HAEDU,"Haemophilus ducreyi  (strain 35000HP / ATCC 700724)",,2014-Mar-24,1695,233412,B
AERPE,"Aeropyrum pernix  (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)",,2007-May-13,1699,272557,A
STRPZ,"Streptococcus pyogenes  serotype M49 (strain NZ131)",,2009-Jan-19,1702,471876,B
STRTD,"Streptococcus thermophilus  (strain ATCC BAA-491 / LMD-9)",,2007-Mar-07,1704,322159,B
STRIJ,"Streptococcus intermedius  (strain JTH08)",,2013-Oct-03,1705,591365,B
BARGA,"Bartonella grahamii  (strain as4aup)",,2010-Jun-14,1705,634504,B
BIFBP,"Bifidobacterium bifidum  (strain PRL2010)",,2014-Nov-05,1706,702459,B
SULAA,"Sulfurihydrogenibium azorense  (strain Az-Fu1 / DSM 15241 / OCM 825)",,2009-Nov-01,1707,204536,B
FRATE,"Francisella tularensis  subsp. tularensis (strain NE061598)",,2010-May-24,1707,510831,B
MELPD,"Melissococcus plutonius  (strain DAT561)",,2014-Mar-02,1709,1090974,B
HAEIN,"Haemophilus influenzae  (strain ATCC 51907 / DSM 11121 / KW20 / Rd)",,2018-Oct-11,1709,71421,B
CAMJD,"Campylobacter jejuni  subsp. doylei (strain ATCC BAA-1458 / RM4099 / 269.97)",,2008-Feb-07,1710,360109,B
HELP3,"Helicobacter pylori  (strain B8)",,2011-Oct-02,1711,693745,B
SULSY,"Sulfurihydrogenibium sp.  (strain YO3AOP1)",,2008-Sep-09,1712,436114,B
CAMFF,"Campylobacter fetus  subsp. fetus (strain 82-40)",,2007-Mar-07,1715,360106,B
ARCHD,"Arcanobacterium haemolyticum  (strain ATCC 9345 / DSM 20595 / NBRC 15585 / NCTC 8452 / 11018)",,2011-May-26,1717,644284,B
FRATN,"Francisella tularensis  subsp. novicida (strain U112)",,2007-Mar-07,1719,401614,B
METMP,"Methanococcus maripaludis  (strain S2 / LL)",,2009-Sep-16,1722,267377,A
FRATT,"Francisella tularensis  subsp. tularensis (strain SCHU S4 / Schu 4)",,2014-Mar-24,1722,177416,B
FRAT1,"Francisella tularensis  subsp. tularensis (strain FSC 198)",,2006-Oct-31,1722,393115,B
BIFLO,"Bifidobacterium longum  (strain NCC 2705)",,2009-Sep-16,1723,206672,B
METVM,"Methanocaldococcus vulcanius  (strain ATCC 700851 / DSM 12094 / M7)",,2010-Jan-17,1725,579137,A
FERNB,"Fervidobacterium nodosum  (strain ATCC 35602 / DSM 5306 / Rt17-B1)",,2008-Feb-26,1725,381764,B
LACJF,"Lactobacillus johnsonii  (strain FI9785)",,2015-Jun-17,1728,633699,B
NAUPA,"Nautilia profundicola  (strain ATCC BAA-1463 / DSM 18972 / AmH)",,2009-May-26,1730,598659,B
CALS0,"Caldiarchaeum subterraneum",,2021-May-02,1730,311458,A
THEAS,"Thermanaerovibrio acidaminovorans  (strain ATCC 49978 / DSM 6589 / Su883)",,2010-Jun-14,1737,525903,B
METLZ,"Methanocorpusculum labreanum  (strain ATCC 43576 / DSM 4855 / Z)",,2007-May-03,1739,410358,A
OLSUV,"Olsenella uli  (strain ATCC 49627 / DSM 7084 / CIP 109912 / JCM 12494 / NCIMB 702895 / VPI D76D-27C)",,2015-Mar-28,1739,633147,B
ZYMMT,"Zymomonas mobilis  subsp. pomaceae (strain ATCC 29192 / JCM 10191 / NBRC 13757 / NCIMB 11200 / NRRL B-4491)",,2014-Nov-05,1740,579138,B
DICTD,"Dictyoglomus turgidum  (strain Z-1310 / DSM 6724)",,2009-Jun-21,1743,515635,B
CAMJJ,"Campylobacter jejuni  subsp. jejuni serotype O:23/36 (strain 81-176)",,2007-Mar-07,1747,354242,B
CHLPM,"Chlorobium phaeovibrioides  (strain DSM 265 / 1930)",,2008-Apr-09,1750,290318,B
METIK,"Methanotorris igneus  (strain DSM 5666 / JCM 11834 / Kol 5)",,2012-Aug-19,1752,880724,A
METTM,"Methanothermobacter marburgensis  (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg)",,2010-Dec-22,1755,79929,A
PEDPA,"Pediococcus pentosaceus  (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w)",,2007-Mar-07,1755,278197,B
THET7,"Thermosulfidibacter takaii  (strain DSM 17441 / JCM 13301 / NBRC 103674 / ABI70S6)",,2019-Aug-14,1757,1298851,B
LACD2,"Lactobacillus delbrueckii  subsp. bulgaricus (strain 2038)",,2015-Mar-27,1761,353496,B
THENR,"Thermotoga naphthophila  (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10)",,2010-May-24,1765,590168,B
CORGP,"Coriobacterium glomerans  (strain ATCC 49209 / DSM 20642 / JCM 10262 / PW2)",,2013-Oct-03,1768,700015,B
PORCN,"Porphyromonas cangingivalis",,2019-Jan-06,1771,36874,B
FLABM,"Flavobacteria bacterium  (strain MS024-2A)",,2021-Jul-08,1772,487796,B
ZYMMA,"Zymomonas mobilis  subsp. mobilis (strain ATCC 10988 / DSM 424 / LMG 404 / NCIMB 8938 / NRRL B-806 / ZM1)",,2013-Jan-10,1777,555217,B
ZYMMO,"Zymomonas mobilis  subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)",,2014-Mar-24,1780,264203,B
METJA,"Methanocaldococcus jannaschii  (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440)",,2009-Sep-16,1782,243232,A
THEP1,"Thermotoga petrophila  (strain RKU-1 / ATCC BAA-488 / DSM 13995)",,2008-Feb-07,1783,390874,B
METS3,"Methanobrevibacter smithii  (strain ATCC 35061 / DSM 861 / OCM 144 / PS)",,2007-Sep-16,1783,420247,A
BIFBS,"Bifidobacterium bifidum  (strain S17)",,2011-May-26,1783,883062,B
METM7,"Methanococcus maripaludis  (strain C7 / ATCC BAA-1331)",,2007-Dec-09,1785,426368,A
PYRAB,"Pyrococcus abyssi  (strain GE5 / Orsay)",,2007-May-13,1786,272844,A
LACRJ,"Lactobacillus reuteri  (strain JCM 1112)",,2008-Oct-26,1792,557433,B
HAES1,"Haemophilus somnus  (strain 129Pt)",,2014-Jun-18,1792,205914,B
HAEI6,"Haemophilus influenzae  (strain R2866)",,2012-Jan-19,1793,262728,B
HAEI8,"Haemophilus influenzae  (strain 86-028NP)",,2014-Mar-24,1793,281310,B
NITMS,"Nitrosopumilus maritimus  (strain SCM1)",,2008-Sep-09,1795,436308,A
LEUGJ,"Leuconostoc gelidum  (strain JB7)",,2014-Nov-05,1795,1229756,B
ANAPD,"Anaerococcus prevotii  (strain ATCC 9321 / DSM 20548 / JCM 6508 / PC1)",,2009-Nov-22,1795,525919,B
BIFLM,"Bifidobacterium longum  subsp. longum (strain BBMN68)",,2013-Dec-17,1795,890402,B
METSF,"Methanocaldococcus sp.  (strain FS406-22)",,2010-Jul-19,1803,644281,A
ORITB,"Orientia tsutsugamushi  (strain Boryong)",,2007-Aug-16,1804,357244,B
STRPG,"Streptococcus pyogenes  serotype M5 (strain Manfredo)",,2007-May-03,1809,160491,B
FRACF,"Francisella cf. novicida  (strain Fx1)",,2012-Dec-17,1810,984129,B
LEUCK,"Leuconostoc citreum  (strain KM20)",,2008-Jul-13,1812,349519,B
LACJO,"Lactobacillus johnsonii  (strain CNCM I-12250 / La1 / NCC 533)",,2010-Mar-21,1812,257314,B
THEA1,"Thermovibrio ammonificans  (strain DSM 15698 / JCM 12110 / HB-1)",,2012-Nov-29,1812,648996,B
CLOAI,"Cloacimonas acidaminovorans  (strain Evry)",,2015-Mar-28,1812,459349,B
FINM2,"Finegoldia magna  (strain ATCC 29328 / DSM 20472 / WAL 2508)",,2008-Jul-13,1813,334413,B
CAMJS,"Campylobacter jejuni  subsp. jejuni (strain S3)",,2015-Mar-17,1813,718271,B
COXBU,"Coxiella burnetii  (strain RSA 493 / Nine Mile phase I)",,2010-Mar-21,1814,227377,B
DEFTU,"Defluviitoga tunisiensis",,2019-Aug-14,1815,1006576,B
LACF3,"Lactobacillus fermentum  (strain NBRC 3956 / LMG 18251)",,2008-Sep-09,1818,334390,B
THESQ,"Thermotoga sp.  (strain RQ2)",,2008-Jul-13,1818,126740,B
ARCPA,"Archaeoglobus profundus  (strain DSM 5631 / JCM 9629 / NBRC 100127 / Av18)",,2010-Jun-10,1818,572546,A
SPHCD,"Sphaerochaeta coccoides  (strain ATCC BAA-1237 / DSM 17374 / SPN1)",,2014-Nov-05,1819,760011,B
METM5,"Methanococcus maripaludis  (strain C5 / ATCC BAA-1333)",,2007-Oct-25,1821,402880,A
BIFBA,"Bifidobacterium breve  (strain ACS-071-V-Sch8b)",,2012-Jan-02,1821,866777,B
STRU0,"Streptococcus uberis  (strain ATCC BAA-854 / 0140J)",,2009-Dec-15,1822,218495,B
METM6,"Methanococcus maripaludis  (strain C6 / ATCC BAA-1332)",,2008-Sep-09,1825,444158,A
METII,"Methanomassiliicoccus intestinalis  (strain Issoire-Mx1)",,2017-Aug-09,1826,1295009,A
COXB2,"Coxiella burnetii  (strain CbuG_Q212)",,2009-May-15,1826,434923,B
CAMJR,"Campylobacter jejuni  (strain RM1221)",,2014-Mar-24,1836,195099,B
STRP8,"Streptococcus pyogenes  serotype M18 (strain MGAS8232)",,2014-Mar-24,1837,186103,B
LACRR,"Lactobacillus ruminis  (strain ATCC 27782 / RF3)",,2015-Nov-26,1843,1069534,B
VEIPT,"Veillonella parvula  (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3)",,2013-Jan-10,1843,479436,B
METMI,"Methanococcus maripaludis",,2011-Sep-23,1849,1053692,A
STRPQ,"Streptococcus pyogenes  serotype M3 (strain SSI-1)",,2013-Jan-10,1850,193567,B
THEMA,"Thermotoga maritima  (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)",,2009-Sep-16,1852,243274,B
LEUS2,"Leuconostoc sp.  (strain C2)",,2013-Jan-10,1853,979982,B
THELD,"Thermovirga lienii  (strain ATCC BAA-1197 / DSM 17291 / Cas60314)",,2015-Nov-18,1853,580340,B
PROM4,"Prochlorococcus marinus  (strain MIT 9211)",,2008-Sep-09,1854,93059,B
FRACN,"Francisella cf. novicida  (strain 3523)",,2012-Nov-08,1854,676032,B
NITSB,"Nitratiruptor sp.  (strain SB155-2)",,2007-Oct-02,1857,387092,B
STRP3,"Streptococcus pyogenes  serotype M3 (strain ATCC BAA-595 / MGAS315)",,2010-Mar-21,1858,198466,B
STREM,"Streptococcus equi  subsp. zooepidemicus (strain MGCS10565)",,2008-Dec-10,1861,552526,B
LACAC,"Lactobacillus acidophilus  (strain ATCC 700396 / NCK56 / N2 / NCFM)",,2014-Mar-24,1861,272621,B
PORGI,"Porphyromonas gingivalis  (strain ATCC BAA-308 / W83)",,2010-Mar-21,1862,242619,B
STRPW,"Streptococcus parauberis  (strain KCTC 11537)",,2013-May-28,1864,936154,B
LACRD,"Lactobacillus reuteri  (strain DSM 20016)",,2008-Oct-26,1864,557436,B
PYRYC,"Pyrococcus yayanosii  (strain CH1 / JCM 16557)",,2012-Aug-19,1865,529709,A
STRPC,"Streptococcus pyogenes  serotype M12 (strain MGAS9429)",,2006-Aug-16,1866,370551,B
METTH,"Methanothermobacter thermautotrophicus  (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H)",,2009-Sep-16,1868,187420,A
FRATH,"Francisella tularensis  subsp. holarctica (strain LVS)",,2006-May-31,1869,376619,B
STRT2,"Streptococcus thermophilus  (strain ATCC BAA-250 / LMG 18311)",,2014-Mar-24,1870,264199,B
AMICL,"Aminobacterium colombiense  (strain DSM 12261 / ALA-1)",,2010-Oct-12,1872,572547,B
STRIC,"Streptococcus infantarius  (strain CJ18)",,2014-Nov-05,1872,1069533,B
LACSS,"Lactobacillus sakei  subsp. sakei (strain 23K)",,2014-Mar-24,1872,314315,B
HELHP,"Helicobacter hepaticus  (strain ATCC 51449 / 3B1)",,2010-Mar-21,1872,235279,B
FRAP2,"Francisella philomiragia  subsp. philomiragia (strain ATCC 25017 / FSC 153 / O#319-036)",,2008-May-07,1875,484022,B
PEDCP,"Pediococcus claussenii  (strain ATCC BAA-344 / DSM 14800 / JCM 18046 / KCTC 3811 / P06)",,2012-Nov-15,1876,701521,B
THEPD,"Thermofilum pendens  (strain DSM 2475 / Hrk 5)",,2007-May-03,1876,368408,A
THEM4,"Thermosipho melanesiensis  (strain DSM 12029 / CIP 104789 / BI429)",,2008-Feb-07,1877,391009,B
STRP6,"Streptococcus pyogenes  serotype M6 (strain ATCC BAA-946 / MGAS10394)",,2014-Mar-24,1879,286636,B
PROMA,"Prochlorococcus marinus  (strain SARG / CCMP1375 / SS120)",,2010-Mar-21,1881,167539,B
MORCR,"Moraxella catarrhalis  (strain RH4)",,2012-Dec-17,1881,749219,B
ZYMMN,"Zymomonas mobilis  subsp. mobilis (strain NCIMB 11163 / B70)",,2014-Nov-05,1884,622759,B
STRPB,"Streptococcus pyogenes  serotype M12 (strain MGAS2096)",,2006-Aug-16,1884,370553,B
MORCB,"Moraxella catarrhalis  (strain BBH18)",,2019-Dec-12,1885,1236608,B
HAEI1,"Haemophilus influenzae  (strain 10810)",,2015-Jun-17,1887,862964,B
STRPM,"Streptococcus pyogenes  serotype M28 (strain MGAS6180)",,2014-Mar-24,1888,319701,B
PETMO,"Petrotoga mobilis  (strain DSM 10674 / SJ95)",,2008-Mar-24,1889,403833,B
COXBR,"Coxiella burnetii  (strain RSA 331 / Henzerling II)",,2008-Mar-24,1889,360115,B
HYDTT,"Hydrogenobacter thermophilus  (strain DSM 6534 / IAM 12695 / TK-6)",,2010-Nov-29,1892,608538,B
STRMN,"Streptococcus mutans  serotype c (strain NN2025)",,2010-Jun-14,1893,511691,B
ENCCU,"Encephalitozoon cuniculi  (strain GB-M1)",,2009-Sep-15,1895,284813,E
STRSE,"Streptococcus suis  (strain P1/7)",,2009-Nov-01,1895,218494,B
PROM5,"Prochlorococcus marinus  (strain MIT 9515)",,2007-Mar-07,1899,167542,B
STRT1,"Streptococcus thermophilus  (strain CNRZ 1066)",,2014-Mar-24,1900,299768,B
STRTN,"Streptococcus thermophilus  (strain ND03)",,2014-Nov-05,1904,767463,B
PROM0,"Prochlorococcus marinus  (strain MIT 9301)",,2007-May-20,1906,167546,B
BIFL2,"Bifidobacterium longum  subsp. longum (strain ATCC 15707 / DSM 20219 / JCM 1217 / NCTC 11818 / E194b)",,2012-Feb-09,1906,565042,B
MOBCV,"Mobiluncus curtisii  (strain ATCC 43063 / DSM 2711 / V125)",,2012-Nov-15,1906,548479,B
STROU,"Streptococcus oralis  (strain Uo5)",,2015-Mar-17,1908,927666,B
LEUGG,"Leuconostoc gelidum  subsp. gasicomitatum (strain DSM 15947 / CECT 5767 / JCM 12535 / LMG 18811 / TB1-10)",,2011-May-30,1910,762550,B
COXB1,"Coxiella burnetii  (strain CbuK_Q154)",,2014-Nov-05,1910,434924,B
NEIML,"Neisseria meningitidis  (strain alpha14)",,2010-Sep-29,1911,662598,B
MELPT,"Melissococcus plutonius  (strain ATCC 35311 / CIP 104052 / LMG 20360 / NCIMB 702443)",,2015-Jun-17,1911,940190,B
LACAL,"Lactobacillus amylovorus  (strain GRL 1118)",,2014-Nov-05,1911,695562,B
DICT6,"Dictyoglomus thermophilum  (strain ATCC 35947 / DSM 3960 / H-6-12)",,2009-Jan-19,1912,309799,B
STRP2,"Streptococcus pneumoniae  serotype 2 (strain D39 / NCTC 7466)",,2007-Mar-07,1915,373153,B
THEAB,"Thermosipho africanus  (strain TCF52B)",,2009-Jun-21,1918,484019,B
WADCW,"Waddlia chondrophila  (strain ATCC VR-1470 / WSU 86-1044)",,2014-Nov-05,1918,716544,B
LACGT,"Lactococcus garvieae  (strain ATCC 49156 / DSM 6783 / NCIMB 13208 / YT-3)",,2013-May-28,1919,420889,B
FERPD,"Fervidobacterium pennivorans  (strain DSM 9078 / Ven5)",,2013-Dec-17,1920,771875,B
STRZI,"Streptococcus pneumoniae  serotype 1 (strain INV104)",,2011-May-30,1920,869269,B
PROMS,"Prochlorococcus marinus  (strain AS9601)",,2007-Mar-07,1920,146891,B
CAMC5,"Campylobacter curvus  (strain 525.92)",,2008-Feb-07,1928,360105,B
IGNAA,"Ignisphaera aggregans  (strain DSM 17230 / JCM 13409 / AQ1.S1)",,2010-Dec-22,1929,583356,A
STRE5,"Streptococcus salivarius  (strain 57.I)",,2012-Feb-09,1931,1046629,B
ACIFD,"Acidimicrobium ferrooxidans  (strain DSM 10331 / JCM 15462 / NBRC 103882 / ICP)",,2009-Dec-16,1935,525909,B
THENN,"Thermotoga neapolitana  (strain ATCC 49049 / DSM 4359 / NS-E)",,2013-Dec-17,1936,309803,B
MORNO,"Moraxella nonliquefaciens",,2017-Nov-07,1937,478,B
LACGL,"Lactococcus garvieae  (strain Lg2)",,2015-Jun-17,1937,420890,B
NEIMG,"Neisseria meningitidis  serogroup B (strain G2136)",,2012-Dec-17,1938,935599,B
NEIMF,"Neisseria meningitidis  serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18)",,2007-May-03,1939,272831,B
STRS7,"Streptococcus equi  subsp. zooepidemicus (strain H70)",,2009-May-26,1940,553483,B
BIFLJ,"Bifidobacterium longum  subsp. longum (strain JDM301)",,2011-Sep-23,1944,759350,B
STRA2,"Streptococcus agalactiae  serotype Ia (strain GD201008-001)",,2015-Mar-27,1950,1203670,B
STRMU,"Streptococcus mutans  serotype c (strain ATCC 700610 / UA159)",,2010-Mar-21,1952,210007,B
PROMP,"Prochlorococcus marinus  subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)",,2009-Sep-16,1952,59919,B
BART1,"Bartonella tribocorum  (strain CIP 105476 / IBS 506)",,2008-Apr-09,1952,382640,B
HELBC,"Helicobacter bizzozeronii  (strain CIII-1)",,2014-Nov-05,1957,1002804,B
NEIG1,"Neisseria gonorrhoeae  (strain ATCC 700825 / FA 1090)",,2014-Mar-24,1958,242231,B
PROM9,"Prochlorococcus marinus  (strain MIT 9312)",,2007-Sep-26,1959,74546,B
NEIMM,"Neisseria meningitidis  serogroup B (strain M01-240149)",,2011-Sep-23,1960,935591,B
STRPD,"Streptococcus pyogenes  serotype M2 (strain MGAS10270)",,2006-Aug-16,1962,370552,B
CALMQ,"Caldivirga maquilingensis  (strain ATCC 700844 / DSM 13496 / JCM 10307 / IC-167)",,2008-Mar-24,1962,397948,A
STRPF,"Streptococcus pyogenes  serotype M4 (strain MGAS10750)",,2006-Aug-16,1963,370554,B
PYRNV,"Pyrobaculum neutrophilum  (strain DSM 2338 / JCM 9278 / NBRC 100436 / V24Sta)",,2013-Oct-03,1965,444157,A
POREA,"Porphyromonas endodontalis  (strain ATCC 35406 / BCRC 14492 / JCM 8526 / NCTC 13058 / HG 370)",,2018-Jul-11,1965,553175,B
STRGZ,"Streptococcus suis  (strain GZ1)",,2014-Nov-05,1967,423211,B
STRSX,"Streptococcus suis  (strain SC84)",,2009-Nov-01,1970,568813,B
STRZO,"Streptococcus pneumoniae  serotype 3 (strain OXC141)",,2011-Oct-02,1970,869215,B
HISS2,"Histophilus somni  (strain 2336)",,2013-Dec-17,1971,228400,B
NEIMA,"Neisseria meningitidis  serogroup A / serotype 4A (strain DSM 15465 / Z2491)",,2007-May-13,1971,122587,B
NEIMN,"Neisseria meningitidis  serogroup B (strain NZ-05/33)",,2013-Dec-17,1971,935589,B
METZD,"Methanosalsum zhilinae  (strain DSM 4017 / NBRC 107636 / OCM 62 / WeN5)",,2012-Apr-01,1971,679901,A
BIFL1,"Bifidobacterium longum  subsp. infantis (strain 157F)",,2012-Apr-01,1972,565040,B
THEON,"Thermococcus onnurineus  (strain NA1)",,2009-Feb-18,1976,523850,A
PYRIL,"Pyrobaculum islandicum  (strain DSM 4184 / JCM 9189 / GEO3)",,2007-May-03,1976,384616,A
RIEAR,"Riemerella anatipestifer  (strain RA-GD)",,2012-Apr-01,1977,992406,B
STRE8,"Streptococcus salivarius  (strain JIM8777)",,2012-Apr-01,1977,347253,B
BIFLD,"Bifidobacterium longum  (strain DJO10A)",,2008-Sep-09,1977,205913,B
PYRSN,"Pyrococcus sp.  (strain NA2)",,2012-Aug-19,1980,342949,A
STRM6,"Streptococcus mitis  (strain B6)",,2011-May-26,1980,365659,B
THEYD,"Thermodesulfovibrio yellowstonii  (strain ATCC 51303 / DSM 11347 / YP87)",,2010-Feb-24,1982,289376,B
NEIMO,"Neisseria meningitidis  serogroup B (strain M04-240196)",,2014-Jan-25,1982,935593,B
STRA1,"Streptococcus agalactiae  serotype Ia (strain ATCC 27591 / A909 / CDC SS700)",,2014-Mar-24,1983,205921,B
PROM2,"Prochlorococcus marinus  (strain MIT 9215)",,2008-Jan-21,1983,93060,B
BABBO,"Babesia bovis",,2015-Dec-15,1983,5865,E
METMS,"Methanohalophilus mahii  (strain ATCC 35705 / DSM 5219 / SLP)",,2010-Dec-22,1986,547558,A
PYRF1,"Pyrolobus fumarii  (strain DSM 11204 / 1A)",,2012-Aug-19,1986,694429,A
HAEP3,"Haemophilus parainfluenzae  (strain T3T1)",,2014-Nov-05,1987,862965,B
NEIMH,"Neisseria meningitidis  serogroup B / serotype 15 (strain H44/76)",,2011-Oct-02,1990,909420,B
ROTMD,"Rothia mucilaginosa  (strain DY-18)",,2010-Sep-29,1991,680646,B
HAEPS,"Haemophilus parasuis  serovar 5 (strain SH0165)",,2009-Jun-21,1991,557723,B
CHLCH,"Chlorobium chlorochromatii  (strain CaD3)",,2014-Mar-24,1991,340177,B
NEIMP,"Neisseria meningitidis  serogroup B (strain M01-240355)",,2014-Nov-05,1997,935588,B
LACDN,"Lactobacillus delbrueckii  subsp. bulgaricus (strain ND02)",,2011-Mar-21,1997,767455,B
NEIM0,"Neisseria meningitidis  serogroup C (strain 053442)",,2008-Apr-09,1998,374833,B
STREH,"Streptococcus salivarius  (strain CCHSS3)",,2015-Mar-27,2001,1048332,B
NEIMB,"Neisseria meningitidis  serogroup B (strain MC58)",,2009-Sep-16,2001,122586,B
LACS1,"Lactobacillus salivarius  (strain UCC118)",,2006-Aug-16,2001,362948,B
LACCS,"Lactobacillus crispatus  (strain ST1)",,2011-Mar-21,2001,748671,B
LEUMM,"Leuconostoc mesenteroides  subsp. mesenteroides (strain ATCC 8293 / DSM 20343 / BCRC 11652 / CCM 1803 / JCM 6124 / NCDO 523 / NBRC 100496 / NCIMB 8023 / NCTC 12954 / NRRL B-1118 / 37Y)",,2007-Mar-07,2002,203120,B
ACTP2,"Actinobacillus pleuropneumoniae  serotype 5b (strain L20)",,2007-Jul-08,2002,416269,B
XYLFT,"Xylella fastidiosa  (strain Temecula1 / ATCC 700964)",,2009-Sep-14,2003,183190,B
LEIXX,"Leifsonia xyli  subsp. xyli (strain CTCB07)",,2010-Mar-21,2003,281090,B
ACEMN,"Acetomicrobium mobile  (strain ATCC BAA-54 / DSM 13181 / JCM 12221 / NGA)",,2014-Mar-02,2003,891968,B
CORU7,"Corynebacterium urealyticum  (strain ATCC 43042 / DSM 7109)",,2008-Oct-12,2009,504474,B
CENSY,"Cenarchaeum symbiosum  (strain A)",,2007-May-03,2013,414004,A
LACDA,"Lactobacillus delbrueckii  subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / JCM 1002 / NBRC 13953 / NCIMB 11778)",,2006-Sep-25,2014,390333,B
PASMU,"Pasteurella multocida  (strain Pm70)",,2009-Sep-16,2014,272843,B
