EC,TT,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
P16678,Q5SJ55,35.71,56,36,0,197,252,189,244,5.00E-08,51.2
P16678,Q5SIN4,30.88,68,47,0,5,72,3,70,1.00E-09,56.3
P16678,Q5SIN4,53.13,32,15,0,145,176,136,167,2.00E-05,42.5
P16678,Q5SIB5,48.98,49,25,0,146,194,135,183,1.00E-09,56.3
P16678,Q5SIB5,31.58,57,39,0,5,61,3,59,3.00E-05,42
P16678,Q5SL54,31.46,89,61,0,140,228,132,220,1.00E-09,56.3
P16678,Q5SL54,28,75,54,0,6,80,5,79,2.00E-05,42.5
P16678,Q5SKC8,37.68,69,43,0,143,211,113,181,3.00E-09,55.3
P16678,Q5SJK1,37.5,64,40,0,138,201,135,198,5.00E-09,54.4
P16678,Q5SJK1,35.82,67,43,0,24,90,25,91,6.00E-06,44.3
P16678,Q5SIR0,34.92,63,41,0,5,67,1,63,1.00E-08,53
P16678,Q5SIR0,48.28,29,15,0,24,52,268,296,7.00E-05,40.6
P16678,Q5SIR0,46.67,30,16,0,147,176,137,166,0.002,36
P16678,Q5SJR7,38.33,60,37,0,6,65,3,62,1.00E-08,53
P16678,Q5SJR7,45.45,33,18,0,145,177,132,164,7.00E-04,37.4
P16678,Q5SKE9,33.33,75,50,0,6,80,3,77,2.00E-08,52.6
P16678,Q5SKE9,38.89,54,33,0,136,189,125,178,3.00E-05,42
P16678,Q5SLN1,42.86,49,28,0,199,247,219,267,5.00E-08,51.2
P16678,Q5SLN1,42.59,54,31,0,147,200,169,222,2.00E-07,49.4
P16678,Q5SLN1,34,50,33,0,3,52,22,71,4.00E-04,38.3
P16678,Q5SL40,37.29,59,37,0,147,205,136,194,7.00E-08,50.7
P16678,Q5SL40,39.39,33,20,0,19,51,17,49,0.006,34.2
P16678,Q5SL46,35.94,64,41,0,6,69,4,67,1.00E-07,49.8
P16678,Q5SL46,41.03,39,23,0,199,237,204,242,7.00E-05,40.6
P16678,Q5SL46,42.86,28,16,0,149,176,155,182,0.001,36.5
P16678,Q5SH06,32.31,65,44,0,125,189,112,176,2.00E-07,48.9
P16678,Q5SH06,32.14,56,38,0,5,60,1,56,2.00E-06,45.7
P16678,Q5SJB5,39.29,56,34,0,24,79,23,78,3.00E-07,48.4
P16678,Q5SJB5,45.45,33,18,0,146,178,396,428,1.00E-04,40.2
P16678,Q5SJB5,30.16,63,44,0,139,201,134,196,3.00E-04,38.8
P16678,Q5SJB5,41.38,29,17,0,24,52,271,299,0.006,34.2
P16678,Q5SIG1,39.58,48,29,0,23,70,20,67,4.00E-07,48
P16678,Q5SIG1,44.19,43,24,0,146,188,115,157,3.00E-05,42
P16678,Q53VW1,36.21,58,37,0,5,62,1,58,8.00E-07,47.1
P16678,Q53VW1,50,36,18,0,199,234,187,222,7.00E-05,40.6
P16678,Q5SM72,54.29,35,16,0,28,62,24,58,8.00E-07,47.1
P16678,Q5SM72,40.38,52,31,0,199,250,171,222,2.00E-05,42.5
P16678,Q5SM72,41.86,43,25,0,147,189,120,162,1.00E-04,39.7
P16678,Q5SIR9,37.25,51,32,0,19,69,17,67,2.00E-06,46.1
P16678,Q5SIR9,42.55,47,27,0,143,189,136,182,6.00E-06,44.3
P16678,Q5SIM7,37.78,45,28,0,145,189,474,518,2.00E-06,45.7
P16678,Q5SIM7,39.39,33,20,0,31,63,364,396,0.006,34.2
P16678,Q5SIM8,32.14,56,38,0,24,79,379,434,4.00E-05,41.5
P16678,Q5SH42,32.73,55,37,0,6,60,4,58,1.00E-04,40.2
P16678,Q5SH42,35.38,65,42,0,146,210,132,196,1.00E-04,40.2
P16678,Q5SM29,32.89,76,51,0,143,218,493,568,3.00E-04,38.8
P16678,Q5SJV3,42.42,33,19,0,19,51,16,48,0.005,34.6
P16678,Q5SJP5,33.33,48,32,0,147,194,59,106,0.006,34.2
P16678,Q5SH92,42.42,33,19,0,146,178,144,176,0.006,34.2
P16678,Q5SKE8,34.21,38,25,0,152,189,43,80,0.009,33.7
P25889,Q5SK69,35.09,57,37,0,259,315,287,343,0.002,37
P27127,Q5SKJ5,42.42,33,19,0,258,290,274,306,0.001,37.3
P05824,Q5SI55,58.82,51,21,0,1,51,4,54,3.00E-15,76.6
P05824,Q5SI55,45.31,64,35,0,452,515,428,491,3.00E-14,72.9
P05824,Q5SI55,22.22,153,119,0,243,395,223,375,3.00E-07,50
P05824,Q5SI55,30.56,72,50,0,171,242,154,225,3.00E-05,43.2
P0ADY3,Q5SHP8,67.39,92,30,0,1,92,1,92,3.00E-39,153
P0ADY3,Q5SHP8,71.43,35,10,0,89,123,88,122,5.00E-12,63.1
P0C018,Q5SHQ4,59.18,49,20,0,69,117,64,112,5.00E-15,73.1
P0C018,Q5SHQ4,31.65,79,54,0,1,79,1,79,1.00E-06,45.1
P13445,Q5SKW1,62.28,114,43,0,89,202,182,295,1.00E-44,172
P13445,Q5SKW1,33.02,106,71,0,209,314,304,409,4.00E-15,75.1
P13445,Q5SKW1,48.65,37,19,0,56,92,79,115,8.00E-04,37.6
P13445,Q53VW8,30.91,55,38,0,85,139,25,79,0.001,37.2
P38105,Q5SKS4,42.97,128,73,0,54,181,58,185,2.00E-32,132
P38105,Q5SKS4,47.06,34,18,0,12,45,13,46,9.00E-07,47.5
P38105,Q5SL27,37.5,96,60,0,48,143,52,147,8.00E-19,87.5
P38105,Q5SGZ5,42.42,33,19,0,52,84,75,107,3.00E-04,39.2
P38105,Q5SLZ0,51.72,29,14,0,54,82,56,84,0.002,36.4
P38105,Q5SK85,29.82,57,40,0,162,218,186,242,0.003,36
P38105,Q5SK85,48,25,13,0,25,49,42,66,0.009,34.1
P07118,Q5SJ45,52.94,119,56,0,89,207,89,207,2.00E-41,164
P07118,Q5SJ45,30.77,156,108,0,286,441,263,418,4.00E-26,113
P07118,Q5SJ45,43.62,94,53,0,212,305,205,298,1.00E-25,111
P07118,Q5SJ45,55.41,74,33,0,24,97,25,98,2.00E-23,104
P07118,Q5SJ45,58.06,62,26,0,466,527,446,507,3.00E-23,103
P07118,Q5SJ45,56.6,53,23,0,606,658,543,595,1.00E-13,71.9
P07118,Q5SJ45,32.53,83,56,0,662,744,595,677,5.00E-12,66.4
P07118,Q5SJ45,70.59,34,10,0,537,570,511,544,9.00E-11,62.3
P07118,Q5SJ45,28.36,67,48,0,877,943,790,856,3.00E-04,40.6
P07118,Q5SJ45,37.5,48,30,0,790,837,712,759,0.002,38.3
P07118,Q5SLY2,30.14,73,51,0,116,188,99,171,3.00E-08,54
P07118,Q5SLY2,32.79,61,41,0,246,306,307,367,2.00E-07,51.2
P07118,Q5SLY2,35.29,51,33,0,37,87,37,87,9.00E-06,45.7
P07118,P56690,58.82,34,14,0,536,569,573,606,1.00E-07,52.1
P07118,P56690,31.43,70,48,0,41,110,46,115,5.00E-07,49.8
P07118,P56690,35.14,37,24,0,406,442,427,463,6.00E-05,42.9
P07118,P56690,40,40,24,0,199,238,206,245,0.005,36.5
P07118,P23395,30.77,52,36,0,32,83,2,53,1.00E-04,42
P00954,Q5SIY7,54.41,68,31,0,119,186,120,187,7.00E-20,91
P00954,Q5SIY7,49.23,65,33,0,52,116,54,118,3.00E-18,85.5
P00954,Q5SIY7,70.83,24,7,0,6,29,4,27,5.00E-07,48.3
P0A8L1,Q5SJX7,46.75,77,41,0,299,375,289,365,1.00E-17,84
P0A8L1,Q5SJX7,55.17,58,26,0,234,291,222,279,2.00E-15,76.7
P0A8L1,Q5SJX7,46.51,43,23,0,381,423,370,412,5.00E-08,51.9
P0A8L1,Q5SJX7,31.15,61,42,0,1,61,1,61,2.00E-05,43.7
P0A8L1,Q5SHB3,27.59,87,63,0,12,98,82,168,0.004,35.9
P00959,P23395,27.42,124,90,0,6,129,3,126,1.00E-13,71.1
P00959,P23395,52,50,24,0,571,620,514,563,7.00E-08,52.2
P00959,P23395,45.71,35,19,0,623,657,565,599,8.00E-05,42.1
P00959,P23395,40.54,37,22,0,291,327,254,290,2.00E-04,40.7
P00959,P23395,38.89,36,22,0,437,472,399,434,0.003,37
P00959,Q5SLY2,31.03,87,60,0,7,93,34,120,8.00E-10,58.7
P00959,Q5SJ45,34.62,52,34,0,15,66,43,94,4.00E-06,46.2
P00959,P56690,35.29,51,33,0,15,65,47,97,3.00E-05,43.5
P00959,Q5SJV9,29.41,68,48,0,292,359,235,302,0.001,37.9
P16659,P56881,23.88,67,51,0,486,552,566,632,0.003,36.8
P16659,P56881,30.91,55,38,0,35,89,269,323,0.004,36.3
P16659,Q5SM28,40.54,37,22,0,450,486,264,300,0.004,36.3
P11875,Q5SM45,41.18,51,30,0,115,165,105,155,1.00E-09,57.6
P11875,Q5SM45,36.84,57,36,0,418,474,431,487,2.00E-08,54
P11875,Q5SM45,47.62,42,22,0,493,534,502,543,2.00E-06,47.1
P11875,Q5SM45,39.22,51,31,0,366,416,381,431,8.00E-06,45.2
P30958,Q5SJW3,52.51,438,208,0,480,917,322,759,3.00E-150,525
P30958,Q5SJW3,52.86,70,33,0,918,987,758,827,4.00E-18,87.1
P30958,Q5SJW3,33.33,72,48,0,1004,1075,839,910,2.00E-09,57.9
P30958,Q5SIU8,39.26,163,99,0,580,742,323,485,2.00E-35,144
P30958,Q5SIU8,46.67,105,56,0,827,931,580,684,4.00E-25,110
P30958,Q5SIU8,30,80,56,0,736,815,480,559,3.00E-07,51
P30958,Q5SIU8,47.62,42,22,0,927,968,674,715,7.00E-05,43.1
P30958,Q56243,23.85,109,83,0,128,236,156,264,8.00E-09,56.1
P30958,Q5SM34,31.58,57,39,0,842,898,276,332,3.00E-04,40.8
P0AEZ7,Q5SLM7,28.74,87,62,0,338,424,14,100,2.00E-07,50.1
P0AEZ7,Q5SLM7,50,28,14,0,401,428,18,45,0.001,37.4
P0AEZ7,Q5SKE0,41.86,43,25,0,342,384,29,71,2.00E-04,40.1
P0AEZ7,Q5SKE0,48.48,33,17,0,402,434,91,123,0.001,37.8
P0AEZ7,Q5SKE0,51.52,33,16,0,337,369,85,117,0.003,36
P0AD65,Q5SJ23,50,58,29,0,270,327,249,306,1.00E-12,68
P0AD65,Q5SJ23,36.99,73,46,0,424,496,402,474,3.00E-12,66.7
P0AD65,Q5SJ23,37.33,75,47,0,199,273,159,233,5.00E-10,59.3
P0AD65,Q5SJ23,34.69,49,32,0,40,88,24,72,0.004,36.4
P38489,Q60049,41.46,41,24,0,138,178,131,171,0.002,35.9
P08394,Q5SJL0,48.28,29,15,0,372,400,194,222,0.002,38
P08394,Q5SJL0,31.37,51,35,0,409,459,229,279,0.009,36.1
P00579,Q5SKW1,76.11,113,27,0,375,487,183,295,7.00E-56,211
P00579,Q5SKW1,53.7,108,50,0,493,600,303,410,3.00E-31,129
P00579,Q5SKW1,44.74,38,21,0,94,131,77,114,2.00E-07,50.7
P0A8V2,Q8RQE9,62.94,197,73,0,441,637,321,517,1.00E-84,308
P0A8V2,Q8RQE9,58.66,179,74,0,751,929,623,801,3.00E-67,250
P0A8V2,Q8RQE9,63.64,143,52,0,1200,1342,962,1104,1.00E-60,228
P0A8V2,Q8RQE9,50.85,118,58,0,1034,1151,807,924,2.00E-38,154
P0A8V2,Q8RQE9,48.72,117,60,0,625,741,504,620,2.00E-30,128
P0A8V2,Q8RQE9,63.83,47,17,0,117,163,108,154,2.00E-16,81.4
P0A8V2,Q8RQE9,45,40,22,0,64,103,62,101,3.00E-06,47.6
P0A8V2,Q8RQE9,37.5,48,30,0,362,409,234,281,1.00E-05,45.8
P0AG67,Q5SLY1,43.67,332,187,0,65,396,82,413,1.00E-102,366
P0AG67,Q5SLY1,37.13,202,127,0,317,518,247,448,2.00E-46,179
P0AG67,Q5SLY1,60,85,34,0,226,310,330,414,1.00E-30,127
P0AG67,Q5SLY1,40,75,45,0,410,484,253,327,2.00E-11,63.6
P0AG67,Q5SLY1,40.74,54,32,0,213,266,403,456,4.00E-08,52.7
P0AG67,Q5SLY1,42.86,42,24,0,11,52,23,64,7.00E-04,38.7
P0AG67,Q5SLY1,46.88,32,17,0,409,440,425,456,0.001,37.8
P0AG67,Q5SHI2,36.51,63,40,0,451,513,6,68,6.00E-06,45.4
P0AG67,Q5SHI2,45.45,33,18,0,277,309,6,38,8.00E-05,41.8
P0AG67,Q5SHI2,47.06,34,18,0,364,397,6,39,1.00E-04,40.9
P0AG67,Q5SJ75,33.85,65,43,0,449,513,631,695,4.00E-05,42.7
P0AG67,Q5SJ75,47.06,34,18,0,364,397,633,666,5.00E-04,39.1
P0AG67,Q5SJ75,42.86,28,16,0,282,309,638,665,0.002,37.3
P0AG67,Q5SJ75,45.95,37,20,0,213,249,655,691,0.002,36.8
P0AG67,Q5SJU8,37.21,43,27,0,364,406,598,640,2.00E-04,40.5
P0AG67,Q5SJU8,39.39,33,20,0,277,309,598,630,0.002,36.8
P30744,Q5SJH9,46.88,96,51,0,316,411,137,232,3.00E-24,105
P30744,Q5SJH9,52.94,34,16,0,264,297,86,119,9.00E-07,48
P30744,Q5SKA9,45.45,33,18,0,44,76,39,71,0.001,37.8
P19934,Q5SHB3,26.11,157,116,0,104,260,28,184,1.00E-10,60.8
P19934,Q5SHB3,23.67,169,129,0,116,284,22,190,4.00E-10,59
P19934,Q5SHB3,31,100,69,0,129,228,20,119,3.00E-08,52.5
P19934,Q5SHB3,22.84,162,125,0,110,271,23,184,2.00E-07,49.9
P19934,Q5SHB3,19.4,201,162,0,70,270,64,264,2.00E-06,46.5
P19934,Q5SHB3,20.24,168,134,0,75,242,23,190,2.00E-05,43.4
P19934,Q5SHB3,19.37,191,154,0,68,258,74,264,2.00E-05,43.4
P19934,Q5SHB3,22.22,171,133,0,73,243,94,264,4.00E-05,42.1
P19934,Q5SHB3,25,124,93,0,142,265,61,184,1.00E-04,40.4
P19934,Q5SHB3,25.56,90,67,0,95,184,34,123,4.00E-04,39.1
P19934,Q5SHB3,26.32,95,70,0,71,165,85,179,5.00E-04,38.7
P19934,Q5SHB3,21.38,145,114,0,86,230,49,193,7.00E-04,38.2
P19934,Q5SHB3,24.14,116,88,0,182,297,30,145,0.001,37.8
P19934,Q5SHB3,22.45,147,114,0,136,282,38,184,0.002,36.9
P19934,Q5SHB3,23.2,125,96,0,147,271,62,186,0.002,36.9
P19934,Q56235,28.7,115,82,0,115,229,483,597,2.00E-06,46.9
P19934,Q56235,30.43,69,48,0,76,144,537,605,0.005,35.2
P19934,Q5SHL4,24.24,165,125,0,112,276,308,472,2.00E-06,46.5
P19934,Q5SHL4,25.17,143,107,0,62,204,330,472,1.00E-05,43.9
P19934,Q5SHL4,22.09,172,134,0,86,257,339,510,0.005,35.2
P19934,Q5SIS6,35.29,85,55,0,131,215,647,731,3.00E-06,46
P19934,Q5SIS6,23.65,203,155,0,93,295,154,356,3.00E-05,42.6
P19934,Q5SIS6,23.03,165,127,0,103,267,138,302,3.00E-04,39.5
P19934,Q5SIS6,26.55,113,83,0,171,283,249,361,7.00E-04,38.2
P19934,Q5SIS6,25.12,211,158,0,81,291,166,376,0.001,37.4
P19934,Q5SIS6,32.22,90,61,0,157,246,365,454,0.001,37.4
P19934,Q5SIS6,20.1,209,167,0,87,295,201,409,0.007,34.8
P19934,Q5SIT5,41.54,65,38,0,170,234,41,105,6.00E-05,41.7
P19934,Q5SIT5,34.85,66,43,0,158,223,38,103,8.00E-05,41.3
P19934,Q5SIT5,29.49,78,55,0,84,161,29,106,7.00E-04,38.2
P19934,Q5SIT5,36.36,66,42,0,175,240,40,105,0.001,37.4
P19934,Q5SIT5,38.71,62,38,0,205,266,44,105,0.004,35.6
P19934,Q5SIT5,30.38,79,55,0,167,245,27,105,0.007,34.8
P19934,Q5SIT5,35.48,62,40,0,143,204,51,112,0.007,34.8
P19934,Q5SHS1,28.83,111,79,0,115,225,106,216,8.00E-05,41.3
P19934,Q5SJK3,26.17,149,110,0,86,234,141,289,1.00E-04,40.8
P19934,Q5SJK3,30.21,96,67,0,174,269,65,160,0.002,36.5
P19934,Q5SHT5,28.57,77,55,0,54,130,490,566,5.00E-04,38.7
P19934,Q5SMD5,25.21,119,89,0,92,210,19,137,0.001,37.8
P19934,Q5SH66,33.85,65,43,0,79,143,191,255,0.001,37.8
P19934,Q5SL53,33.87,62,41,0,163,224,141,202,0.001,37.4
P19934,P74901,26.09,92,68,0,124,215,2,93,0.001,37.4
P19934,Q5SI55,25.44,114,85,0,119,232,143,256,0.002,36.5
P19934,Q5SJV3,21.88,160,125,0,81,240,689,848,0.003,36.1
P19934,Q5SJV3,22.96,135,104,0,74,208,723,857,0.007,34.8
P19934,Q5SKG1,21.43,182,143,0,110,291,16,197,0.005,35.2
P0A850,Q5SKM9,34.78,46,30,0,14,59,13,58,7.00E-06,44.9
P0A850,Q5SKM9,31.34,67,46,0,100,166,99,165,2.00E-04,40
P0AG16,Q5SMH7,54.43,79,36,0,359,437,346,424,5.00E-22,98.7
P0AG16,Q5SMH7,36.84,76,48,0,295,370,283,358,1.00E-10,61.2
P0AG16,Q5SMH7,55.56,36,16,0,248,283,241,276,1.00E-08,54.2
P0AG16,Q5SMH7,45.16,31,17,0,205,235,200,230,0.002,37.1
P0AG16,Q5SMH7,70.59,17,5,0,179,195,179,195,0.007,35.3
P0AG16,Q5SMH7,36.36,33,21,0,65,97,75,107,0.009,34.8
P0AG16,Q5SIB2,22.83,92,71,0,303,394,63,154,1.00E-04,41.3
P0AG16,Q56213,47.06,34,18,0,1,34,1,34,4.00E-04,39.4
P0AG16,Q56213,40.48,42,25,0,47,88,46,87,0.002,37.1
P0AG16,Q5SHU3,38.46,39,24,0,357,395,210,248,0.009,34.8
P76161,Q5SLW9,31.03,58,40,0,148,205,129,186,2.00E-05,42.2
P0AEV1,Q5SK38,35.64,101,65,0,9,109,3,103,5.00E-13,68.4
P0AEV1,Q5SJL3,33,100,67,0,10,109,5,104,4.00E-12,65.1
P0AEV1,Q5SMC3,27.72,101,73,0,9,109,3,103,5.00E-09,54.9
P0AEV1,Q5SI72,33.85,65,43,0,10,74,9,73,2.00E-07,49.3
P0AEV1,Q5SHK8,33.33,57,38,0,53,109,44,100,2.00E-07,49.3
P0AEV1,Q5SIL7,28.38,74,53,0,37,110,33,106,2.00E-05,43.3
P0AEV1,Q5SJH8,27.78,72,52,0,37,108,31,102,3.00E-04,39.1
P0AEV1,Q5SJK6,31.82,44,30,0,66,109,82,125,0.004,35.4
P52108,Q5SHK8,43.16,95,54,0,139,233,123,217,4.00E-18,84.6
P52108,Q5SHK8,35.56,45,29,0,74,118,72,116,1.00E-05,43
P52108,Q5SI72,33.04,115,77,0,4,118,9,123,4.00E-16,78.1
P52108,Q5SIK7,44,75,42,0,46,120,46,120,6.00E-14,70.7
P52108,Q5SIK7,28.24,85,61,0,137,221,123,207,2.00E-04,39.3
P52108,Q5SMC3,35.48,93,60,0,141,233,128,220,2.00E-11,62.4
P52108,Q5SMC3,33.33,69,46,0,1,69,1,69,3.00E-08,51.8
P52108,Q5SLZ8,33.66,101,67,0,137,237,123,223,2.00E-11,62.4
P52108,Q5SHY7,31.46,89,61,0,47,135,44,132,5.00E-10,57.8
P52108,Q5SJH8,32.95,88,59,0,34,121,34,121,3.00E-08,51.8
P52108,Q5SK38,28.21,78,56,0,1,78,1,78,7.00E-06,44
P52108,Q5SJL3,31.34,67,46,0,3,69,4,70,3.00E-05,41.6
P52108,Q5SJK6,32.76,58,39,0,69,126,92,149,3.00E-05,41.6
P52108,Q5SJK6,32.08,53,36,0,4,56,24,76,6.00E-04,37.5
P52108,Q5SIL7,29.17,48,34,0,34,81,36,83,6.00E-04,37.5
P52108,Q5SJ72,31.67,60,41,0,42,101,41,100,6.00E-04,37.5
P52108,Q53VZ6,59.09,22,9,0,42,63,49,70,0.008,33.8
P18392,Q5SI71,51.32,76,37,0,347,422,384,459,2.00E-18,86.5
P18392,Q5SHK7,39.74,78,47,0,347,424,289,366,9.00E-15,74.4
P18392,Q5SHK7,30.77,65,45,0,167,231,102,166,2.00E-06,46.8
P18392,Q5SK37,50,52,26,0,322,373,729,780,4.00E-09,55.7
P18392,Q5SJ71,33.33,78,52,0,347,424,880,957,5.00E-08,51.9
P18392,Q5SJK5,29.87,77,54,0,179,255,166,242,1.00E-07,50.5
P18392,Q5SHY8,30.51,59,41,0,316,374,321,379,9.00E-04,37.9
P18392,Q5SIK6,66.67,21,7,0,385,405,375,395,0.004,35.6
P18392,Q5SLZ9,34.69,49,32,0,310,358,191,239,0.006,35.1
P75892,Q5SLI5,47.33,131,69,0,280,410,95,225,1.00E-35,143
P75892,Q5SLI5,36.36,55,35,0,223,277,36,90,3.00E-07,49.4
P75892,Q5SLI6,53.13,64,30,0,34,97,7,70,6.00E-21,95.1
P75892,Q5SLI6,49.12,57,29,0,108,164,76,132,1.00E-13,71.1
P0ACM2,Q5SI00,34.29,105,69,0,13,117,12,116,6.00E-14,70.6
P0AA43,Q5SLZ5,41.86,86,50,0,75,160,75,160,2.00E-14,71.9
P0AA43,Q5SLZ5,47.5,40,21,0,171,210,170,209,2.00E-07,49.4
P0AA43,Q5SLZ5,25.97,77,57,0,2,78,5,81,0.008,33.7
P0AA43,Q5SLS4,51.16,43,21,0,95,137,96,138,5.00E-09,54.5
P0AA43,Q5SL85,40.91,44,26,0,1,44,9,52,0.002,36
P46850,Q5SHE5,43.48,46,26,0,65,110,85,130,5.00E-06,45.2
P46850,Q5SHE5,48.48,33,17,0,28,60,44,76,5.00E-04,38.8
P39406,Q5SKW0,41.54,65,38,0,259,323,296,360,7.00E-13,67.7
P77223,Q56224,37.04,27,17,0,147,173,53,79,0.001,36.3
P77611,Q56222,46.67,30,16,0,128,157,46,75,3.00E-04,40.3
P77611,Q5SJV3,45,40,22,0,437,476,332,371,0.003,37.1
P77611,Q5SIS6,30.67,75,52,0,436,510,281,355,0.004,36.6
P77611,Q5SL53,20.18,114,91,0,462,575,130,243,0.01,35.3
P0A6U5,Q9LCY2,37.33,75,47,0,68,142,83,157,4.00E-11,61
P67087,Q5SGW7,48.12,133,69,0,87,219,72,204,2.00E-33,135
P67087,Q5SGW7,53.85,65,30,0,13,77,2,66,7.00E-17,80.8
P67087,Q53WA2,40.48,42,25,0,94,135,87,128,0.006,34.5
P38035,Q5SHF6,56,25,11,0,198,222,123,147,0.009,34.8
P0A809,Q9F1Q3,35.35,99,64,0,33,131,32,130,6.00E-18,83.8
P0A809,Q5SJ64,33.33,51,34,0,74,124,94,144,5.00E-04,37.4
P06992,Q5SM60,39.19,74,45,0,130,203,133,206,1.00E-13,70.1
P33937,Q53W39,32.89,76,51,0,710,785,725,800,2.00E-08,54.4
P33937,Q5SLU3,34.15,41,27,0,49,89,11,51,6.00E-05,42.9
P33937,Q53WG4,33.33,54,36,0,364,417,364,417,8.00E-05,42.4
P33937,Q53WG4,24.29,70,53,0,170,239,190,259,0.007,36
P20083,Q5SHZ4,45.89,207,112,0,33,239,34,240,2.00E-54,206
P20083,Q5SHZ4,45.19,104,57,0,372,475,376,479,1.00E-23,104
P20083,Q5SHZ4,50.63,79,39,0,476,554,485,563,3.00E-22,99.7
P20083,Q5SHZ4,32.93,82,55,0,303,384,304,385,1.00E-08,54.7
P20083,Q5SHZ4,61.76,34,13,0,560,593,567,600,1.00E-07,51.1
P20083,Q5SHZ4,59.26,27,11,0,4,30,2,28,0.002,37.3
P0AGB0,Q5SKD4,38.64,44,27,0,256,299,206,249,3.00E-06,45.8
P0AGB0,Q5SJ73,21.3,108,85,0,181,288,450,557,0.004,35.2
P0AG14,Q5SI80,36.96,92,58,0,167,258,110,201,2.00E-13,69.3
P0AGC3,Q5SIA3,29.69,64,45,0,476,539,384,447,5.00E-05,42.8
P0A836,Q5SKV5,45.21,188,103,0,174,361,178,365,3.00E-51,195
P0A836,Q5SKV5,51.19,84,41,0,90,173,95,178,6.00E-23,101
P0A836,Q5SKV5,53.85,39,18,0,1,39,14,52,1.00E-09,57.4
P0A836,Q5SKV5,47.37,38,20,0,44,81,56,93,4.00E-06,45.5
P75853,Q5SHV2,39.39,33,20,0,63,95,196,228,0.007,34.4
P0AG24,Q5SHL3,42.76,152,87,0,343,494,368,519,1.00E-39,157
P0AG24,Q5SHL3,45.6,125,68,0,100,224,107,231,4.00E-34,139
P0AG24,Q5SHL3,61.04,77,30,0,267,343,293,369,6.00E-31,128
P0AG24,Q5SHL3,49.46,93,47,0,14,106,18,110,3.00E-26,113
P0AG24,Q5SHL3,41.86,43,25,0,568,610,597,639,3.00E-08,53.7
P0AG24,Q5SHL3,47.22,36,19,0,233,268,246,281,5.00E-04,39.4
P0AG24,P56881,41.38,58,34,0,390,447,3,60,2.00E-07,50.9
P32143,Q5SL62,26.85,108,79,0,2,109,1,108,1.00E-08,53.3
P32143,Q5SL62,38.3,47,29,0,235,281,246,292,0.001,36.8
P32143,Q53W83,42.86,49,28,0,38,86,33,81,2.00E-07,49.2
P32143,Q53W83,27.38,84,61,0,202,285,209,292,3.00E-04,39.1
P32143,Q5SJL6,37.5,48,30,0,211,258,209,256,0.008,34
P77522,Q5SH91,41.67,180,105,0,316,495,289,468,4.00E-46,178
P77522,Q5SH91,44.52,146,81,0,142,287,122,267,2.00E-42,166
P77522,Q5SH91,45,40,22,0,36,75,29,68,3.00E-07,49.5
P77522,Q5SH90,25.69,144,107,0,334,477,272,415,8.00E-14,71.4
P77522,Q5SH90,29.31,58,41,0,195,252,141,198,7.00E-04,38.5
P77522,Q5SH90,38.64,44,27,0,157,200,104,147,0.004,35.8
P0AAH0,Q5SLN1,67.89,109,35,0,149,257,163,271,7.00E-45,173
P0AAH0,Q5SLN1,52.63,114,54,0,4,117,18,131,2.00E-36,145
P0AAH0,Q5SLN1,36.84,38,24,0,124,161,137,174,0.004,34.7
P0AAH0,Q5SJ55,39.73,73,44,0,145,217,130,202,4.00E-13,67.9
P0AAH0,Q5SJ55,48.98,49,25,0,11,59,5,53,2.00E-12,65.6
P0AAH0,Q5SJ55,32.65,49,33,0,204,252,190,238,1.00E-06,46.7
P0AAH0,Q5SH96,38.89,72,44,0,146,217,134,205,8.00E-13,67
P0AAH0,Q5SJR7,42.42,66,38,0,144,209,123,188,1.00E-12,66.6
P0AAH0,Q5SJR7,33.33,45,30,0,10,54,2,46,3.00E-07,48.6
P0AAH0,Q5SM72,37.84,74,46,0,148,221,113,186,1.00E-11,63.3
P0AAH0,Q5SJK1,35.63,87,56,0,145,231,134,220,2.00E-11,62.9
P0AAH0,Q5SJK1,51.61,31,15,0,23,53,19,49,1.00E-05,43.5
P0AAH0,Q5SL54,50,50,25,0,152,201,136,185,3.00E-11,62
P0AAH0,Q5SL54,26.19,42,31,0,10,51,4,45,0.002,35.6
P0AAH0,Q5SKC8,53.33,45,21,0,148,192,110,154,4.00E-11,61.5
P0AAH0,Q5SL20,32.1,81,55,0,128,208,133,213,1.00E-10,59.6
P0AAH0,Q5SL20,30.43,46,32,0,204,249,211,256,7.00E-04,37.5
P0AAH0,Q5SIN4,30.86,81,56,0,145,225,128,208,2.00E-10,59.2
P0AAH0,Q5SIN4,40.82,49,29,0,9,57,2,50,7.00E-10,57.3
P0AAH0,Q5SIM7,37.5,64,40,0,147,210,468,531,2.00E-10,59.2
P0AAH0,Q5SJN3,39.34,61,37,0,127,187,107,167,1.00E-09,56.9
P0AAH0,Q5SJN3,43.18,44,25,0,11,54,4,47,2.00E-08,52.3
P0AAH0,Q5SIG1,32.88,73,49,0,153,225,114,186,5.00E-09,54.6
P0AAH0,Q5SIG1,40,35,21,0,20,54,12,46,7.00E-05,40.7
P0AAH0,Q5SIX4,65.63,32,11,0,154,185,153,184,5.00E-09,54.6
P0AAH0,Q5SIX4,36.36,44,28,0,11,54,23,66,2.00E-06,45.8
